	ResponseId	MainBranch	Employment	Country	US_State	UK_Country	EdLevel	Age1stCode	LearnCode	YearsCode	YearsCodePro	DevType	OrgSize	Currency	CompTotal	CompFreq	LanguageHaveWorkedWith	LanguageWantToWorkWith	DatabaseHaveWorkedWith	DatabaseWantToWorkWith	PlatformHaveWorkedWith	PlatformWantToWorkWith	WebframeHaveWorkedWith	WebframeWantToWorkWith	MiscTechHaveWorkedWith	MiscTechWantToWorkWith	ToolsTechHaveWorkedWith	ToolsTechWantToWorkWith	NEWCollabToolsHaveWorkedWith	NEWCollabToolsWantToWorkWith	OpSys	NEWStuck	NEWSOSites	SOVisitFreq	SOAccount	SOPartFreq	SOComm	NEWOtherComms	Age	Gender	Trans	Sexuality	Ethnicity	Accessibility	MentalHealth	SurveyLength	SurveyEase	ConvertedCompYearly
2726	2727	I am a developer by profession	Employed full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	11 - 17 years	Other online resources (ex: videos, blogs, etc);Friend or family member;Online Courses or Certification	20	15	Developer, front-end;Developer, desktop or enterprise applications;Developer, back-end;Database administrator;Developer, QA or test;Engineering manager;Product manager;Senior Executive (C-Suite, VP, etc.)	100 to 499 employees	"PKR	Pakistani rupee"	470000.0	Monthly	C;C#;C++;JavaScript;Node.js;PowerShell;Python;SQL;TypeScript	C#;C++;F#;Go;Haskell;Java;JavaScript;Julia;Node.js;PowerShell;Python;Rust;SQL;TypeScript	Microsoft SQL Server;MongoDB;MySQL;Oracle;Redis	Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite	AWS;Google Cloud Platform;Microsoft Azure	AWS;Google Cloud Platform;Microsoft Azure	Angular.js;ASP.NET;ASP.NET Core ;Express;jQuery;React.js	Angular.js;ASP.NET;ASP.NET Core ;Express;jQuery;React.js;Spring;Svelte	.NET Framework;.NET Core / .NET 5;NumPy	.NET Framework;.NET Core / .NET 5;Hadoop;NumPy;Pandas;React Native	Git;Unity 3D	Docker;Git;Kubernetes;Pulumi;Unity 3D;Xamarin	Notepad++;Visual Studio;Visual Studio Code	Notepad++;PyCharm;Visual Studio;Visual Studio Code	Windows	Visit Stack Overflow;Google it;Other (please specify):	Stack Overflow;Stack Exchange	Multiple times per day	Yes	A few times per week	Yes, somewhat	No	35-44 years old	Man	No	Straight / Heterosexual	Southeast Asian	I am blind / have difficulty seeing	None of the above	Appropriate in length	Neither easy nor difficult	36576.0
2768	2769	I am a developer by profession	Independent contractor, freelancer, or self-employed	Pakistan			Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)	11 - 17 years	Other online resources (ex: videos, blogs, etc)	6	5	Developer, full-stack	Just me - I am a freelancer, sole proprietor, etc.	"USD	United States dollar"			JavaScript;PHP;TypeScript	JavaScript;TypeScript	Firebase;MongoDB;MySQL	Firebase;MongoDB;MySQL	Google Cloud Platform	Google Cloud Platform	Express;React.js	Express;React.js			Git;Yarn	Git;Yarn	Visual Studio Code	Visual Studio Code	Linux-based	Google it	Stack Overflow;Stack Exchange	Daily or almost daily	Yes	Less than once per month or monthly	No, not really	No	18-24 years old	Man	No	Straight / Heterosexual	South Asian	None of the above	I have a mood or emotional disorder (e.g. depression, bipolar disorder);I have an anxiety disorder	Appropriate in length	Easy	
2783	2784	I am a student who is learning to code	Not employed, but looking for work	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	18 - 24 years	Other online resources (ex: videos, blogs, etc);School;Colleague	2		Developer, desktop or enterprise applications;Developer, back-end;Database administrator;Student;Educator					C#;C++;PHP;SQL	C#;C++;SQL	Microsoft SQL Server	Microsoft SQL Server			ASP.NET	ASP.NET	.NET Framework	.NET Framework			Visual Studio	Visual Studio	Windows	Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Play games	Stack Overflow	A few times per month or weekly	Yes	I have never participated in Q&A on Stack Overflow	Neutral	No	18-24 years old	Man	No	Straight / Heterosexual	South Asian	None of the above	None of the above	Appropriate in length	Easy	
2849	2850	I am a developer by profession	Employed full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	11 - 17 years	School	5	2	Developer, desktop or enterprise applications;Developer, back-end	20 to 99 employees	"PKR	Pakistani rupee"		Monthly	JavaScript;Node.js;Python;Ruby		MySQL;Oracle;PostgreSQL;SQLite		AWS;Heroku;Oracle Cloud Infrastructure		Django;Flask;jQuery	Angular.js;React.js;Ruby on Rails	NumPy;Pandas	Flutter;TensorFlow	Git	Docker	Android Studio;IntelliJ;IPython/Jupyter;Notepad++;Sublime Text;Visual Studio;Visual Studio Code		Linux-based	Visit Stack Overflow;Play games	Stack Overflow	A few times per week	Yes	Less than once per month or monthly	Yes, somewhat	Yes	18-24 years old	Man	No	Straight / Heterosexual	South Asian			Too long	Neither easy nor difficult	
2862	2863	I am not primarily a developer, but I write code sometimes as part of my work	Student, part-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	18 - 24 years	Online Forum;Online Courses or Certification	1							C#;C++;Dart;HTML/CSS;Java;JavaScript;Kotlin;Node.js;PHP;SQL	C#;Dart;HTML/CSS;Java;JavaScript;Kotlin;Node.js;PHP;Python;SQL	Firebase;MariaDB;MySQL	MariaDB;MySQL	Google Cloud Platform	AWS;Microsoft Azure	React.js	React.js	Flutter;React Native	Flutter;React Native	Git	Git	Android Studio;Notepad++;Visual Studio Code	Android Studio;Notepad++;Visual Studio Code;Xcode	Windows	Visit Stack Overflow;Go for a walk or other physical activity;Meditate;Play games	Stack Overflow;Stack Exchange	Daily or almost daily	Yes	Daily or almost daily	Yes, definitely	No	18-24 years old	Man	No	Straight / Heterosexual	South Asian;East Asian	None of the above	None of the above	Appropriate in length	Neither easy nor difficult	
3170	3171	I code primarily as a hobby	Student, full-time	Pakistan			Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)	5 - 10 years	Other online resources (ex: videos, blogs, etc);Online Forum;Friend or family member	8							Bash/Shell;C;C#;C++;Dart;HTML/CSS;JavaScript;Node.js;Python;VBA	Bash/Shell;C;C#;C++;Dart;HTML/CSS;JavaScript;Kotlin;Node.js;Python;R;Ruby;SQL;TypeScript	MySQL;SQLite	Cassandra;MongoDB;MySQL;SQLite	Heroku	AWS;Google Cloud Platform;Heroku;Microsoft Azure	Django;Flask;React.js	Django;Flask;React.js;Vue.js	Flutter;Keras;NumPy;Pandas;Qt;Torch/PyTorch	Flutter;Keras;NumPy;Pandas;Qt;React Native;TensorFlow;Torch/PyTorch	Git;Unity 3D	Docker;Git;Unity 3D;Yarn	Android Studio;IPython/Jupyter;Notepad++;Visual Studio;Visual Studio Code	Android Studio;IPython/Jupyter;Sublime Text;Vim;Visual Studio;Visual Studio Code	Windows	Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Visit another developer community (please name):	Stack Overflow;Stack Exchange	A few times per month or weekly	Yes	A few times per month or weekly	Yes, definitely	Yes	Under 18 years old	Man	No	Straight / Heterosexual	South Asian	None of the above	None of the above	Appropriate in length	Easy	
3254	3255	I am a developer by profession	Independent contractor, freelancer, or self-employed	Pakistan			Associate degree (A.A., A.S., etc.)	11 - 17 years	Online Courses or Certification	5	3	Developer, mobile;Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;Database administrator;Designer	2 to 9 employees	"USD	United States dollar"		Monthly	HTML/CSS;JavaScript;Node.js;Python;SQL	Dart;HTML/CSS;Java;JavaScript;Node.js;Python;SQL;Swift	MongoDB;MySQL;PostgreSQL;SQLite	MongoDB;MySQL;PostgreSQL;SQLite	AWS;DigitalOcean;Google Cloud Platform;Heroku	AWS;DigitalOcean;Google Cloud Platform;Heroku	Django;Flask;jQuery;React.js	Angular;Angular.js;Django;FastAPI;Flask;jQuery;React.js	NumPy;Pandas;React Native	Flutter;NumPy;Pandas;React Native	Docker;Git	Docker;Git;Yarn	Notepad++;PyCharm;Sublime Text;Vim;Visual Studio Code;Xcode	Visual Studio Code;Xcode	Windows	Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Meditate	Stack Overflow;Stack Exchange	Daily or almost daily	Yes	A few times per week	Yes, definitely	No	18-24 years old	Man	No		White or of European descent;Middle Eastern;East Asian;Black or of African descent	None of the above	None of the above	Too long	Easy	
3282	3283	I am not primarily a developer, but I write code sometimes as part of my work	Independent contractor, freelancer, or self-employed	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	11 - 17 years	Colleague	1	1	Developer, desktop or enterprise applications;Developer, full-stack;Scientist;Developer, QA or test;Engineering manager;Educator	2 to 9 employees	"PKR	Pakistani rupee"	50000.0	Monthly	Assembly;C;C#;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;R;SQL	Assembly;C;HTML/CSS;Java;JavaScript;Node.js;Python;R;SQL;Swift;TypeScript	Firebase;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;SQLite	Firebase;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;SQLite	AWS;DigitalOcean;Google Cloud Platform;Heroku;IBM Cloud or Watson;Microsoft Azure;Oracle Cloud Infrastructure	AWS;DigitalOcean;Google Cloud Platform;Heroku;IBM Cloud or Watson;Microsoft Azure;Oracle Cloud Infrastructure	Angular;Angular.js;ASP.NET;ASP.NET Core ;Django;Drupal;Express;FastAPI;Flask;Gatsby;jQuery;Laravel;React.js;Ruby on Rails;Spring;Svelte;Symfony;Vue.js	Angular;Angular.js;ASP.NET;ASP.NET Core ;Django;Drupal;Express;FastAPI;Flask;Gatsby;jQuery;Laravel;React.js;Ruby on Rails;Spring;Svelte;Symfony;Vue.js	.NET Framework;.NET Core / .NET 5;Apache Spark;Cordova;Flutter;Hadoop;Keras;NumPy;Pandas;Qt;React Native;TensorFlow;Torch/PyTorch	.NET Framework;.NET Core / .NET 5;Apache Spark;Cordova;Flutter;Hadoop;Keras;NumPy;Pandas;Qt;React Native;TensorFlow;Torch/PyTorch	Ansible;Chef;Deno;Flow;Kubernetes;Puppet;Unity 3D;Xamarin	Chef;Deno;Flow;Kubernetes;Puppet;Unity 3D;Xamarin	Android Studio;Atom;Eclipse;Emacs;IntelliJ;Notepad++;PHPStorm;RStudio;RubyMine;Sublime Text;TextMate;Vim;Webstorm;Xcode	Android Studio;Atom;Eclipse;Emacs;IntelliJ;IPython/Jupyter;NetBeans;Neovim;Notepad++;PHPStorm;PyCharm;Rider;RStudio;RubyMine;Sublime Text;TextMate;Vim;Visual Studio;Visual Studio Code;Webstorm;Xcode	Linux-based	Visit Stack Overflow;Google it;Watch help / tutorial videos	Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies)	Multiple times per day	Yes	Multiple times per day	Yes, somewhat	No	18-24 years old	Man	No		East Asian		None of the above	Appropriate in length	Neither easy nor difficult	3888.0
3318	3319	I code primarily as a hobby	Student, full-time	Pakistan			Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)	11 - 17 years	Other online resources (ex: videos, blogs, etc)								Dart;Go;HTML/CSS;Java;JavaScript;Node.js;PHP;PowerShell;Python;SQL;TypeScript	Assembly;C++;Java	Cassandra;Couchbase;DynamoDB;Elasticsearch;Firebase;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite		Heroku	AWS;DigitalOcean;Google Cloud Platform;Heroku;IBM Cloud or Watson;Microsoft Azure;Oracle Cloud Infrastructure	Angular;Angular.js;Django;Express;Flask;Gatsby;jQuery;React.js;Svelte	Express;Flask;Gatsby;jQuery;Laravel;React.js;Svelte	Cordova;Flutter;Keras;NumPy;Pandas;React Native;TensorFlow;Torch/PyTorch	Flutter;Hadoop;Keras;NumPy;Pandas;React Native;TensorFlow;Torch/PyTorch	Deno;Docker;Git;Kubernetes;Unity 3D;Unreal Engine	Deno;Docker;Git;Kubernetes;Unity 3D;Unreal Engine	Android Studio;IntelliJ;PHPStorm;PyCharm;Sublime Text;Visual Studio;Visual Studio Code;Webstorm		Windows	Visit Stack Overflow;Go for a walk or other physical activity;Google it;Meditate	Stack Overflow;Stack Exchange	Multiple times per day	Yes	Daily or almost daily	Yes, definitely	Yes	Under 18 years old	Man	No	Straight / Heterosexual;Bisexual	Southeast Asian;South Asian	None of the above	I have a mood or emotional disorder (e.g. depression, bipolar disorder);I have an anxiety disorder	Appropriate in length	Easy	
3344	3345	I am a developer by profession	Employed full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	18 - 24 years				Developer, full-stack	20 to 99 employees	"PKR	Pakistani rupee"	150000.0	Monthly	C#;HTML/CSS;JavaScript	HTML/CSS;JavaScript	Microsoft SQL Server	Microsoft SQL Server;Redis			ASP.NET Core ;React.js	ASP.NET Core ;React.js;Ruby on Rails	.NET Core / .NET 5	.NET Core / .NET 5	Git	Git	Notepad++;Visual Studio;Visual Studio Code	Notepad++;Visual Studio;Visual Studio Code	Windows	Google it;Watch help / tutorial videos	Stack Overflow	Multiple times per day	Yes	Less than once per month or monthly	No, not really	No	25-34 years old	Man	No	Straight / Heterosexual	South Asian	None of the above	None of the above	Appropriate in length	Easy	11676.0
3411	3412	I am a developer by profession	Employed full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	18 - 24 years	Online Courses or Certification;Colleague	11	8	Developer, front-end;Developer, full-stack;Developer, back-end	20 to 99 employees	"PKR	Pakistani rupee"		Monthly	HTML/CSS;Java;JavaScript;TypeScript	HTML/CSS;Java;JavaScript;Node.js;Python;TypeScript	MariaDB;MySQL	Elasticsearch;Firebase;MySQL;Redis	AWS	AWS	Angular;Angular.js;jQuery;React.js;Spring	Angular;Express;React.js;Spring;Vue.js			Git	Flow;Git;Kubernetes	Eclipse;IntelliJ;NetBeans;Notepad++;Vim;Visual Studio Code;Webstorm	Eclipse;Notepad++;Visual Studio Code	Windows	Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos	Stack Overflow;Stack Exchange	A few times per week	Yes	A few times per week	Neutral	No	25-34 years old	Man	No	Straight / Heterosexual	South Asian	None of the above	None of the above	Appropriate in length	Easy	
3453	3454	I am a developer by profession	Employed full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	18 - 24 years	School			Developer, full-stack;Developer, back-end;Developer, game or graphics	2 to 9 employees	"PKR	Pakistani rupee"	70000.0	Monthly	Bash/Shell;C#;C++;Java;JavaScript;Node.js;SQL;TypeScript	C#;C++;Java;JavaScript;Node.js;TypeScript	Microsoft SQL Server;MongoDB;MySQL	MongoDB;MySQL	AWS;Heroku	AWS;Heroku	ASP.NET;ASP.NET Core ;React.js	React.js	.NET Framework;.NET Core / .NET 5	.NET Core / .NET 5;TensorFlow	Git;Unity 3D;Unreal Engine	Docker;Git;Unity 3D	Android Studio;Eclipse;Vim;Visual Studio;Visual Studio Code	Eclipse;Vim;Visual Studio;Visual Studio Code	Windows	Go for a walk or other physical activity	Stack Overflow;Stack Exchange	Daily or almost daily	Yes	I have never participated in Q&A on Stack Overflow	Yes, definitely	No	18-24 years old	Man	No	Straight / Heterosexual	South Asian	None of the above	None of the above	Appropriate in length	Neither easy nor difficult	5448.0
3606	3607	I am a developer by profession	Employed full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	11 - 17 years	Other online resources (ex: videos, blogs, etc);Online Forum;Online Courses or Certification	9	2	Developer, full-stack	20 to 99 employees	"PKR	Pakistani rupee"	54000.0	Monthly	HTML/CSS;JavaScript;TypeScript	HTML/CSS;JavaScript;Node.js;TypeScript	MySQL	MariaDB	Microsoft Azure		Angular	React.js			Git		Visual Studio Code	Visual Studio Code	Windows	Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it	Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies)	Multiple times per day	Yes	Daily or almost daily	Yes, definitely	No	25-34 years old	Man	No	Straight / Heterosexual	East Asian	None of the above	None of the above	Appropriate in length	Easy	4200.0
3744	3745	I am a developer by profession	Independent contractor, freelancer, or self-employed	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	11 - 17 years	Other online resources (ex: videos, blogs, etc);School;Online Forum;Friend or family member	6	2	Developer, front-end;Developer, full-stack	2 to 9 employees	"PKR	Pakistani rupee"			Assembly;C;C#;C++;HTML/CSS;Java;JavaScript;Matlab;Node.js;PHP;PowerShell;Python;SQL	HTML/CSS;JavaScript;Node.js;PowerShell;Python;SQL	Firebase;MariaDB;Microsoft SQL Server;MySQL;Oracle	MongoDB;MySQL;PostgreSQL;SQLite	Heroku	DigitalOcean;Google Cloud Platform	ASP.NET;ASP.NET Core ;Django;jQuery;Laravel;React.js;Symfony;Vue.js	Angular;Angular.js;Django;Express;Flask;Gatsby;jQuery;Laravel;React.js;Vue.js	Keras;NumPy;Qt;TensorFlow;Torch/PyTorch	Flutter;NumPy;React Native	Git;Unity 3D;Yarn	Docker;Git;Kubernetes;Yarn	Android Studio;Eclipse;IntelliJ;IPython/Jupyter;NetBeans;Notepad++;PHPStorm;PyCharm;Sublime Text;Vim;Visual Studio;Visual Studio Code;Webstorm	PyCharm;Sublime Text;Visual Studio;Visual Studio Code	Windows	Visit Stack Overflow;Google it;Watch help / tutorial videos	Stack Overflow;Stack Exchange	Multiple times per day	Yes	I have never participated in Q&A on Stack Overflow	Neutral	No	18-24 years old	Man	No	Straight / Heterosexual	South Asian	None of the above	None of the above	Too long	Neither easy nor difficult	
3847	3848	I am a developer by profession	Employed full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	18 - 24 years	Other (please specify):	4	1	Developer, full-stack	2 to 9 employees	"PKR	Pakistani rupee"	40000.0	Monthly	C#;HTML/CSS;SQL	C#;JavaScript	Microsoft SQL Server	Microsoft SQL Server	AWS	Microsoft Azure	ASP.NET;ASP.NET Core 	Angular;ASP.NET Core 	.NET Framework;.NET Core / .NET 5	.NET Core / .NET 5;Flutter	Git	Git	Visual Studio;Visual Studio Code	Visual Studio;Visual Studio Code	Windows	Google it	Stack Overflow	Multiple times per day	Yes	A few times per month or weekly	Yes, definitely	Yes	18-24 years old	Man	No	Prefer not to say	South Asian	None of the above	None of the above	Appropriate in length	Neither easy nor difficult	3108.0
3869	3870	I am not primarily a developer, but I write code sometimes as part of my work	Not employed, but looking for work	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	18 - 24 years	Other online resources (ex: videos, blogs, etc);School			Engineer, data;Data scientist or machine learning specialist;Student;Data or business analyst					C;C++;Go;Java;JavaScript;Matlab;Python;SQL	C++;Go;Matlab;Python;R;Scala;SQL	MySQL;Oracle;SQLite	Elasticsearch;MySQL;Oracle;PostgreSQL;SQLite	Heroku;IBM Cloud or Watson;Oracle Cloud Infrastructure	AWS;Google Cloud Platform;Heroku;IBM Cloud or Watson;Microsoft Azure;Oracle Cloud Infrastructure	Django;Flask;React.js;Vue.js	Django;Flask	NumPy;Pandas;Qt;TensorFlow;Torch/PyTorch	Apache Spark;Hadoop;Keras;NumPy;Pandas;TensorFlow;Torch/PyTorch	Ansible;Docker;Git;Kubernetes	Ansible;Docker;Git;Kubernetes;Terraform	Android Studio;Eclipse;IPython/Jupyter;Neovim;PyCharm;Sublime Text;Vim;Visual Studio Code	IPython/Jupyter;Sublime Text;Visual Studio Code	Linux-based	Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos	Stack Overflow	Multiple times per day	Yes	Less than once per month or monthly	Neutral	No	25-34 years old	Man	No	Straight / Heterosexual	South Asian	None of the above	None of the above	Too long	Easy	
3917	3918	I am a developer by profession	Employed full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	18 - 24 years	School	5	2	Developer, back-end	10 to 19 employees	"PKR	Pakistani rupee"	150000.0	Monthly	Assembly;Bash/Shell;Go;HTML/CSS;JavaScript;Node.js;Python;Rust;SQL;TypeScript	Go	MongoDB;PostgreSQL	MongoDB;PostgreSQL;Redis	AWS	AWS;Google Cloud Platform	Express;Flask;jQuery;React.js	Express;Flask;React.js	NumPy;Pandas	NumPy;Pandas	Docker;Git;Yarn	Docker;Git;Yarn	Notepad++;PyCharm;Visual Studio Code	Notepad++;PyCharm;Visual Studio Code	Linux-based	Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it	Stack Overflow;Stack Exchange	Multiple times per day	Yes	Less than once per month or monthly	Yes, somewhat	No	18-24 years old	Man	No	Straight / Heterosexual	South Asian	None of the above	None of the above	Appropriate in length	Easy	11676.0
