temperature,rainfall,humidity,yeild_apples
96.00,58.00,52.00,66.40
82.00,55.00,33.00,52.10
37.00,71.00,77.00,63.80
68.00,65.00,41.00,53.90
92.00,88.00,59.00,74.70
88.00,85.00,58.00,72.40
35.00,35.00,62.00,48.50
99.00,21.00,88.00,77.90
93.00,29.00,88.00,77.70
49.00,87.00,63.00,63.60
93.00,99.00,77.00,86.20
40.00,83.00,41.00,49.10
57.00,60.00,74.00,66.10
82.00,66.00,63.00,69.30
60.00,62.00,27.00,43.90
63.00,96.00,71.00,73.60
95.00,47.00,65.00,70.40
29.00,88.00,28.00,40.30
95.00,72.00,59.00,72.40
65.00,96.00,79.00,78.20
37.00,22.00,26.00,28.50
40.00,38.00,37.00,38.10
98.00,36.00,48.00,60.60
51.00,28.00,71.00,56.40
76.00,80.00,69.00,73.30
41.00,88.00,30.00,44.90
88.00,87.00,27.00,57.30
55.00,36.00,56.00,51.70
89.00,32.00,63.00,64.60
44.00,59.00,68.00,59.00
85.00,83.00,69.00,76.60
36.00,93.00,55.00,56.90
22.00,37.00,73.00,50.50
70.00,84.00,77.00,76.30
43.00,54.00,51.00,49.20
67.00,21.00,86.00,67.30
98.00,43.00,50.00,63.00
68.00,40.00,84.00,70.40
38.00,94.00,82.00,71.20
35.00,81.00,27.00,40.20
56.00,79.00,52.00,58.60
64.00,37.00,58.00,55.60
52.00,93.00,94.00,81.20
54.00,48.00,96.00,73.80
81.00,56.00,85.00,78.00
30.00,55.00,27.00,33.50
76.00,81.00,92.00,85.00
75.00,72.00,89.00,81.40
33.00,27.00,79.00,54.80
89.00,81.00,21.00,53.40
47.00,22.00,70.00,53.50
22.00,29.00,20.00,22.40
48.00,37.00,51.00,47.30
45.00,46.00,42.00,43.70
26.00,31.00,78.00,53.00
28.00,44.00,34.00,34.20
84.00,82.00,63.00,73.10
71.00,45.00,98.00,79.30
83.00,68.00,98.00,87.50
45.00,48.00,31.00,38.60
68.00,37.00,46.00,50.80
66.00,94.00,98.00,87.60
48.00,35.00,20.00,31.40
39.00,97.00,85.00,73.60
27.00,55.00,92.00,65.10
58.00,45.00,87.00,69.90
99.00,64.00,21.00,53.00
36.00,55.00,65.00,54.30
65.00,37.00,66.00,59.90
46.00,89.00,61.00,62.10
20.00,90.00,82.00,65.00
73.00,21.00,30.00,41.10
60.00,52.00,71.00,63.90
43.00,86.00,62.00,61.10
80.00,79.00,80.00,79.80
59.00,42.00,21.00,36.60
41.00,52.00,87.00,66.20
67.00,91.00,52.00,64.30
69.00,39.00,55.00,56.00
69.00,62.00,95.00,80.60
45.00,64.00,67.00,59.80
60.00,26.00,64.00,55.20
68.00,33.00,58.00,56.00
96.00,21.00,73.00,69.50
71.00,38.00,86.00,71.90
96.00,34.00,68.00,69.60
97.00,28.00,31.00,50.20
39.00,50.00,34.00,38.70
95.00,92.00,89.00,91.40
89.00,22.00,73.00,67.60
72.00,78.00,95.00,84.70
80.00,42.00,46.00,55.40
28.00,74.00,40.00,43.20
83.00,31.00,83.00,72.60
69.00,77.00,97.00,84.60
76.00,46.00,40.00,52.00
33.00,53.00,38.00,39.50
29.00,84.00,79.00,65.00
54.00,35.00,89.00,67.70
32.00,38.00,37.00,35.70
61.00,40.00,91.00,71.80
75.00,27.00,92.00,73.90
80.00,49.00,92.00,79.80
90.00,65.00,35.00,57.50
46.00,77.00,97.00,77.70
95.00,40.00,61.00,67.00
39.00,80.00,99.00,77.20
62.00,29.00,77.00,62.90
96.00,55.00,80.00,79.80
45.00,30.00,99.00,69.00
95.00,42.00,27.00,50.40
41.00,43.00,29.00,35.40
52.00,51.00,35.00,43.30
59.00,22.00,80.00,62.10
62.00,30.00,83.00,66.10
22.00,34.00,37.00,31.90
86.00,71.00,69.00,74.50
47.00,55.00,54.00,52.10
79.00,67.00,89.00,81.60
92.00,67.00,86.00,84.00
84.00,39.00,77.00,71.50
58.00,52.00,27.00,41.30
35.00,86.00,52.00,53.70
35.00,81.00,54.00,53.70
90.00,82.00,60.00,73.40
95.00,100.00,66.00,81.50
75.00,97.00,24.00,53.90
87.00,59.00,81.00,78.40
93.00,41.00,94.00,83.10
81.00,47.00,98.00,82.70
65.00,71.00,91.00,79.20
87.00,20.00,84.00,72.10
82.00,71.00,100.00,88.80
87.00,41.00,99.00,83.80
45.00,96.00,89.00,77.20
26.00,81.00,81.00,64.50
23.00,94.00,82.00,66.70
25.00,77.00,91.00,68.40
73.00,100.00,72.00,77.90
68.00,37.00,20.00,37.80
39.00,61.00,50.00,48.90
62.00,74.00,38.00,52.40
92.00,58.00,81.00,79.70
86.00,20.00,24.00,41.80
69.00,95.00,58.00,68.70
90.00,73.00,61.00,72.10
65.00,55.00,80.00,70.50
43.00,48.00,97.00,71.00
80.00,24.00,76.00,66.80
68.00,45.00,60.00,59.40
76.00,34.00,91.00,75.10
69.00,64.00,77.00,72.00
44.00,72.00,91.00,73.10
68.00,40.00,91.00,73.90
83.00,85.00,43.00,63.40
72.00,40.00,25.00,42.10
54.00,80.00,97.00,80.70
66.00,72.00,32.00,50.20
20.00,66.00,26.00,32.20
98.00,86.00,42.00,67.60
92.00,64.00,91.00,85.90
29.00,48.00,69.00,52.80
77.00,58.00,23.00,46.20
92.00,48.00,26.00,50.20
80.00,77.00,38.00,58.40
23.00,39.00,54.00,41.70
94.00,85.00,52.00,71.20
98.00,59.00,100.00,91.20
55.00,55.00,23.00,39.00
21.00,72.00,98.00,69.70
42.00,98.00,96.00,80.20
61.00,70.00,73.00,68.80
46.00,59.00,40.00,45.60
27.00,86.00,36.00,43.30
48.00,91.00,58.00,61.60
72.00,54.00,66.00,65.40
51.00,56.00,100.00,76.50
61.00,86.00,95.00,83.00
42.00,92.00,86.00,74.00
85.00,33.00,53.00,58.60
33.00,32.00,95.00,63.80
86.00,21.00,77.00,68.50
94.00,49.00,83.00,79.50
24.00,26.00,94.00,59.40
30.00,97.00,73.00,64.90
69.00,89.00,93.00,85.00
60.00,71.00,94.00,79.20
30.00,99.00,36.00,46.80
92.00,74.00,62.00,73.40
91.00,61.00,80.00,79.50
59.00,74.00,23.00,44.00
70.00,50.00,90.00,76.00
53.00,79.00,59.00,61.20
40.00,58.00,29.00,38.10
71.00,91.00,28.00,53.50
85.00,77.00,78.00,79.90
88.00,29.00,65.00,64.70
34.00,79.00,76.00,64.00
41.00,58.00,89.00,68.40
20.00,63.00,82.00,59.60
59.00,68.00,30.00,46.30
30.00,84.00,32.00,41.80
51.00,38.00,75.00,60.40
38.00,23.00,95.00,63.50
32.00,83.00,52.00,52.20
74.00,33.00,56.00,56.80
99.00,45.00,28.00,52.70
53.00,28.00,21.00,32.00
39.00,29.00,64.00,49.50
67.00,72.00,80.00,74.50
75.00,25.00,64.00,59.50
23.00,77.00,33.00,38.80
73.00,98.00,31.00,57.00
93.00,86.00,95.00,92.60
100.00,99.00,67.00,83.30
85.00,30.00,40.00,51.50
44.00,76.00,52.00,54.40
26.00,52.00,49.00,42.70
100.00,58.00,90.00,86.60
48.00,50.00,51.00,49.90
41.00,40.00,83.00,61.80
79.00,78.00,85.00,81.80
45.00,73.00,29.00,42.60
47.00,79.00,38.00,48.90
53.00,53.00,79.00,66.00
97.00,96.00,52.00,74.30
61.00,54.00,90.00,74.10
58.00,52.00,94.00,74.80
78.00,29.00,58.00,58.20
36.00,54.00,30.00,36.60
24.00,42.00,68.00,49.60
95.00,54.00,61.00,69.80
85.00,90.00,53.00,70.00
81.00,35.00,93.00,77.80
71.00,21.00,57.00,54.00
24.00,71.00,97.00,69.90
30.00,56.00,98.00,69.20
83.00,20.00,46.00,51.90
49.00,34.00,81.00,62.00
38.00,24.00,94.00,63.20
99.00,87.00,83.00,88.60
55.00,88.00,60.00,64.10
82.00,69.00,28.00,52.40
44.00,49.00,29.00,37.50
85.00,79.00,87.00,84.80
94.00,69.00,79.00,81.50
24.00,33.00,69.00,48.30
35.00,56.00,83.00,63.20
32.00,73.00,52.00,50.20
49.00,46.00,64.00,55.90
25.00,57.00,80.00,58.90
42.00,97.00,33.00,48.50
80.00,99.00,84.00,85.80
85.00,85.00,51.00,68.00
81.00,57.00,74.00,72.70
38.00,71.00,34.00,42.60
23.00,25.00,40.00,31.90
85.00,32.00,39.00,51.40
95.00,81.00,91.00,90.20
46.00,100.00,79.00,73.30
98.00,27.00,90.00,79.80
99.00,22.00,100.00,84.10
73.00,34.00,45.00,51.20
21.00,45.00,97.00,63.80
69.00,76.00,38.00,54.90
55.00,78.00,95.00,79.60
27.00,73.00,79.00,62.20
23.00,72.00,49.00,45.80
48.00,70.00,80.00,68.40
87.00,73.00,74.00,77.70
52.00,31.00,47.00,45.30
78.00,98.00,73.00,79.50
82.00,89.00,53.00,68.90
70.00,77.00,28.00,50.40
72.00,25.00,88.00,70.60
48.00,52.00,66.00,57.80
55.00,50.00,84.00,68.50
44.00,52.00,31.00,39.10
44.00,49.00,70.00,58.00
50.00,44.00,88.00,67.80
38.00,43.00,72.00,56.00
80.00,98.00,92.00,89.60
44.00,54.00,76.00,62.00
60.00,50.00,75.00,65.50
50.00,62.00,88.00,71.40
39.00,26.00,83.00,58.40
38.00,43.00,60.00,50.00
87.00,26.00,69.00,65.80
68.00,90.00,41.00,58.90
70.00,83.00,60.00,67.60
44.00,35.00,23.00,31.70
61.00,100.00,48.00,62.30
84.00,28.00,60.00,60.80
96.00,89.00,90.00,91.60
51.00,69.00,75.00,66.60
55.00,53.00,20.00,37.10
73.00,100.00,76.00,79.90
89.00,31.00,92.00,78.90
27.00,81.00,68.00,58.30
57.00,67.00,45.00,53.00
49.00,90.00,29.00,47.20
52.00,73.00,67.00,63.70
78.00,66.00,97.00,85.10
81.00,34.00,75.00,68.60
100.00,20.00,96.00,82.00
65.00,45.00,38.00,47.50
42.00,85.00,65.00,62.10
29.00,34.00,56.00,43.50
75.00,73.00,97.00,85.60
96.00,92.00,56.00,75.20
21.00,23.00,67.00,44.40
90.00,87.00,61.00,74.90
69.00,53.00,43.00,52.80
65.00,55.00,93.00,77.00
46.00,32.00,48.00,44.20
91.00,58.00,73.00,75.40
91.00,60.00,43.00,60.80
22.00,54.00,63.00,48.90
64.00,99.00,40.00,59.00
70.00,86.00,29.00,52.70
31.00,88.00,28.00,40.90
89.00,20.00,71.00,66.20
62.00,77.00,49.00,58.50
67.00,100.00,26.00,53.10
51.00,29.00,36.00,39.10
48.00,97.00,35.00,51.30
71.00,97.00,29.00,55.20
29.00,36.00,92.00,61.90
54.00,56.00,73.00,63.90
68.00,79.00,48.00,60.20
47.00,98.00,87.00,77.20
27.00,26.00,81.00,53.80
66.00,44.00,31.00,44.10
58.00,31.00,98.00,72.60
50.00,92.00,48.00,57.40
96.00,53.00,49.00,63.90
87.00,54.00,97.00,85.40
71.00,56.00,47.00,56.00
92.00,67.00,56.00,69.00
74.00,31.00,55.00,55.90
25.00,57.00,85.00,61.40
26.00,24.00,93.00,59.10
26.00,23.00,69.00,46.90
49.00,92.00,96.00,81.10
39.00,98.00,69.00,65.80
38.00,36.00,82.00,59.60
27.00,23.00,51.00,38.20
79.00,97.00,47.00,66.60
80.00,84.00,50.00,65.80
47.00,79.00,27.00,43.40
45.00,91.00,88.00,75.70
78.00,29.00,91.00,74.70
36.00,59.00,85.00,65.10
38.00,55.00,43.00,43.90
42.00,98.00,81.00,72.70
100.00,49.00,26.00,52.80
58.00,41.00,76.00,63.60
31.00,24.00,49.00,38.60
89.00,27.00,33.00,48.60
62.00,93.00,42.00,58.20
53.00,71.00,76.00,68.10
81.00,86.00,89.00,86.00
82.00,88.00,86.00,85.20
50.00,89.00,75.00,70.30
56.00,76.00,56.00,60.00
54.00,57.00,75.00,65.10
38.00,94.00,78.00,69.20
58.00,79.00,74.00,70.20
53.00,70.00,83.00,71.40
55.00,62.00,58.00,57.90
74.00,36.00,64.00,61.40
87.00,36.00,33.00,49.80
96.00,61.00,64.00,73.00
71.00,86.00,86.00,81.50
37.00,36.00,57.00,46.80
75.00,70.00,31.00,52.00
95.00,57.00,75.00,77.40
66.00,29.00,89.00,70.10
57.00,97.00,41.00,57.00
42.00,92.00,90.00,76.00
67.00,20.00,83.00,65.60
26.00,91.00,70.00,61.00
38.00,28.00,41.00,37.50
90.00,30.00,30.00,48.00
98.00,67.00,50.00,67.80
42.00,20.00,53.00,43.10
44.00,21.00,41.00,37.90
54.00,79.00,53.00,58.50
81.00,56.00,22.00,46.50
75.00,57.00,33.00,50.40
47.00,80.00,28.00,44.10
56.00,56.00,94.00,75.00
99.00,91.00,88.00,91.90
35.00,45.00,91.00,65.00
35.00,57.00,65.00,54.40
45.00,71.00,50.00,52.70
25.00,95.00,65.00,59.00
70.00,56.00,90.00,77.20
50.00,33.00,54.00,48.60
89.00,38.00,93.00,80.80
32.00,91.00,96.00,75.80
98.00,92.00,57.00,76.30
92.00,49.00,35.00,54.90
29.00,47.00,62.00,49.10
43.00,39.00,89.00,65.20
85.00,98.00,20.00,55.10
44.00,92.00,62.00,62.60
61.00,61.00,81.00,71.00
59.00,79.00,40.00,53.50
87.00,61.00,83.00,79.80
43.00,39.00,35.00,38.20
64.00,75.00,85.00,76.70
52.00,20.00,92.00,65.60
21.00,91.00,80.00,64.50
28.00,53.00,85.00,61.50
22.00,86.00,28.00,37.80
53.00,86.00,93.00,79.60
99.00,55.00,28.00,54.70
62.00,96.00,71.00,73.30
32.00,98.00,57.00,57.70
81.00,100.00,58.00,73.30
90.00,87.00,100.00,94.40
60.00,58.00,76.00,67.60
80.00,60.00,98.00,85.00
77.00,75.00,98.00,87.10
48.00,63.00,71.00,62.50
51.00,94.00,77.00,72.60
53.00,99.00,65.00,68.20
31.00,62.00,72.00,57.70
91.00,93.00,26.00,58.90
93.00,96.00,33.00,63.60
31.00,68.00,26.00,35.90
49.00,75.00,41.00,50.20
92.00,30.00,60.00,63.60
70.00,82.00,93.00,83.90
20.00,93.00,74.00,61.60
58.00,42.00,47.00,49.30
42.00,78.00,80.00,68.20
67.00,60.00,49.00,56.60
75.00,57.00,70.00,68.90
92.00,20.00,45.00,54.10
82.00,50.00,58.00,63.60
75.00,69.00,88.00,80.30
95.00,69.00,43.00,63.80
20.00,59.00,36.00,35.80
57.00,40.00,82.00,66.10
91.00,28.00,72.00,68.90
98.00,30.00,73.00,71.90
80.00,54.00,32.00,50.80
68.00,89.00,21.00,48.70
56.00,65.00,37.00,48.30
61.00,30.00,46.00,47.30
72.00,51.00,64.00,63.80
78.00,80.00,64.00,71.40
34.00,96.00,89.00,73.90
88.00,49.00,73.00,72.70
54.00,63.00,42.00,49.80
59.00,67.00,27.00,44.60
67.00,65.00,36.00,51.10
79.00,62.00,75.00,73.60
76.00,47.00,46.00,55.20
81.00,27.00,68.00,63.70
50.00,41.00,77.00,61.70
37.00,20.00,38.00,34.10
87.00,87.00,54.00,70.50
85.00,94.00,53.00,70.80
60.00,77.00,57.00,61.90
52.00,93.00,36.00,52.20
83.00,52.00,65.00,67.80
24.00,79.00,26.00,36.00
56.00,88.00,91.00,79.90
67.00,70.00,88.00,78.10
27.00,56.00,97.00,67.80
91.00,36.00,58.00,63.50
74.00,83.00,64.00,70.80
44.00,91.00,37.00,49.90
91.00,29.00,72.00,69.10
63.00,75.00,25.00,46.40
42.00,62.00,91.00,70.50
86.00,92.00,71.00,79.70
99.00,63.00,47.00,65.80
26.00,62.00,60.00,50.20
91.00,60.00,79.00,78.80
39.00,54.00,73.00,59.00
98.00,58.00,70.00,76.00
62.00,80.00,64.00,66.60
82.00,97.00,79.00,83.50
51.00,50.00,79.00,64.80
86.00,55.00,70.00,71.80
54.00,73.00,40.00,50.80
20.00,49.00,68.00,49.80
33.00,84.00,100.00,76.70
79.00,36.00,86.00,73.90
83.00,85.00,22.00,52.90
44.00,97.00,28.00,46.60
44.00,61.00,53.00,51.90
54.00,47.00,84.00,67.60
31.00,70.00,73.00,59.80
40.00,78.00,46.00,50.60
53.00,30.00,77.00,60.40
39.00,34.00,49.00,43.00
39.00,74.00,37.00,45.00
39.00,91.00,69.00,64.40
96.00,48.00,48.00,62.40
95.00,79.00,74.00,81.30
25.00,64.00,48.00,44.30
71.00,58.00,82.00,73.90
78.00,78.00,74.00,76.00
76.00,20.00,46.00,49.80
54.00,50.00,70.00,61.20
37.00,60.00,43.00,44.60
81.00,50.00,29.00,48.80
53.00,60.00,35.00,45.40
43.00,53.00,45.00,46.00
100.00,74.00,85.00,87.30
76.00,36.00,30.00,45.00
78.00,89.00,32.00,57.20
78.00,86.00,83.00,82.10
77.00,42.00,90.00,76.50
26.00,98.00,25.00,39.90
51.00,72.00,82.00,70.70
93.00,63.00,94.00,87.50
60.00,71.00,59.00,61.70
26.00,27.00,31.00,28.70
35.00,56.00,20.00,31.70
20.00,64.00,35.00,36.30
71.00,83.00,79.00,77.40
45.00,83.00,41.00,50.60
29.00,74.00,32.00,39.50
86.00,60.00,72.00,73.80
94.00,46.00,76.00,75.40
59.00,59.00,37.00,48.00
31.00,55.00,74.00,57.30
37.00,60.00,41.00,43.60
77.00,49.00,71.00,68.40
42.00,73.00,77.00,65.70
32.00,100.00,95.00,77.10
80.00,59.00,45.00,58.30
67.00,40.00,79.00,67.60
63.00,64.00,95.00,79.20
25.00,96.00,48.00,50.70
64.00,55.00,41.00,50.70
26.00,85.00,89.00,69.30
57.00,67.00,75.00,68.00
94.00,27.00,80.00,73.60
59.00,34.00,25.00,37.00
97.00,47.00,63.00,70.00
63.00,37.00,99.00,75.80
65.00,100.00,53.00,66.00
88.00,56.00,96.00,85.60
31.00,38.00,24.00,28.90
43.00,24.00,43.00,39.20
37.00,29.00,89.00,61.40
50.00,68.00,79.00,68.10
37.00,88.00,64.00,60.70
35.00,33.00,53.00,43.60
75.00,86.00,85.00,82.20
87.00,35.00,89.00,77.60
62.00,33.00,67.00,58.70
97.00,80.00,30.00,60.10
33.00,40.00,56.00,45.90
78.00,86.00,53.00,67.10
87.00,52.00,78.00,75.50
71.00,53.00,81.00,72.40
32.00,28.00,80.00,55.20
87.00,84.00,59.00,72.40
67.00,83.00,49.00,61.20
75.00,20.00,80.00,66.50
84.00,37.00,68.00,66.60
28.00,88.00,44.00,48.00
22.00,68.00,33.00,36.70
53.00,31.00,44.00,44.10
31.00,40.00,74.00,54.30
89.00,89.00,39.00,64.00
94.00,67.00,78.00,80.60
24.00,49.00,46.00,40.00
79.00,70.00,20.00,47.70
64.00,71.00,29.00,47.90
94.00,91.00,72.00,82.40
62.00,83.00,56.00,63.20
98.00,64.00,64.00,74.20
35.00,33.00,37.00,35.60
94.00,37.00,85.00,78.10
80.00,68.00,98.00,86.60
82.00,37.00,89.00,76.50
73.00,92.00,65.00,72.80
79.00,21.00,41.00,48.40
88.00,29.00,30.00,47.20
74.00,98.00,53.00,68.30
39.00,96.00,55.00,58.40
48.00,95.00,44.00,55.40
41.00,79.00,33.00,44.60
76.00,80.00,89.00,83.30
93.00,97.00,83.00,88.80
61.00,27.00,66.00,56.70
78.00,79.00,48.00,63.20
60.00,52.00,66.00,61.40
34.00,94.00,42.00,50.00
65.00,31.00,53.00,52.20
36.00,72.00,28.00,39.20
83.00,20.00,60.00,58.90
47.00,48.00,100.00,73.70
36.00,82.00,91.00,72.70
80.00,53.00,57.00,63.10
35.00,59.00,94.00,69.30
34.00,56.00,66.00,54.40
40.00,69.00,82.00,66.80
68.00,48.00,64.00,62.00
22.00,22.00,28.00,25.00
26.00,33.00,27.00,27.90
49.00,28.00,27.00,33.80
32.00,98.00,70.00,64.20
26.00,26.00,84.00,55.00
84.00,52.00,75.00,73.10
98.00,59.00,76.00,79.20
89.00,88.00,34.00,61.30
35.00,35.00,82.00,58.50
41.00,75.00,46.00,50.30
97.00,87.00,72.00,82.50
59.00,84.00,65.00,67.00
97.00,40.00,43.00,58.60
71.00,95.00,51.00,65.80
67.00,46.00,41.00,49.80
51.00,62.00,76.00,65.70
25.00,42.00,68.00,49.90
56.00,28.00,66.00,55.40
40.00,39.00,83.00,61.30
70.00,26.00,76.00,64.20
72.00,46.00,79.00,70.30
80.00,72.00,65.00,70.90
98.00,20.00,26.00,46.40
76.00,53.00,71.00,68.90
30.00,31.00,97.00,63.70
54.00,51.00,87.00,69.90
39.00,34.00,71.00,54.00
100.00,89.00,57.00,76.30
30.00,37.00,52.00,42.40
29.00,100.00,63.00,60.20
100.00,37.00,26.00,50.40
35.00,93.00,31.00,44.60
80.00,35.00,96.00,79.00
77.00,35.00,65.00,62.60
30.00,42.00,84.00,59.40
86.00,88.00,94.00,90.40
26.00,48.00,73.00,53.90
69.00,51.00,48.00,54.90
87.00,64.00,21.00,49.40
69.00,53.00,77.00,69.80
53.00,73.00,72.00,66.50
41.00,82.00,28.00,42.70
61.00,27.00,95.00,71.20
33.00,91.00,92.00,74.10
34.00,57.00,33.00,38.10
97.00,60.00,21.00,51.60
66.00,22.00,45.00,46.70
40.00,54.00,30.00,37.80
55.00,47.00,28.00,39.90
21.00,55.00,53.00,43.80
37.00,68.00,37.00,43.20
46.00,39.00,22.00,32.60
27.00,43.00,28.00,30.70
23.00,26.00,75.00,49.60
27.00,89.00,24.00,37.90
20.00,87.00,56.00,51.40
86.00,59.00,61.00,68.10
80.00,50.00,20.00,44.00
70.00,35.00,97.00,76.50
33.00,40.00,54.00,44.90
90.00,54.00,67.00,71.30
76.00,92.00,51.00,66.70
87.00,85.00,65.00,75.60
24.00,64.00,78.00,59.00
24.00,48.00,43.00,38.30
65.00,28.00,36.00,43.10
25.00,69.00,64.00,53.30
82.00,50.00,25.00,47.10
39.00,23.00,58.00,45.30
25.00,42.00,91.00,61.40
46.00,31.00,52.00,46.00
93.00,23.00,37.00,51.00
92.00,87.00,74.00,82.00
43.00,80.00,62.00,59.90
29.00,52.00,28.00,33.10
99.00,85.00,33.00,63.20
44.00,85.00,75.00,67.70
94.00,75.00,27.00,56.70
90.00,80.00,29.00,57.50
36.00,89.00,97.00,77.10
29.00,83.00,30.00,40.30
74.00,53.00,29.00,47.30
71.00,68.00,32.00,50.90
85.00,25.00,42.00,51.50
44.00,23.00,66.00,50.80
75.00,31.00,86.00,71.70
100.00,31.00,69.00,70.70
20.00,59.00,46.00,40.80
70.00,82.00,38.00,56.40
23.00,74.00,83.00,63.20
68.00,51.00,61.00,61.10
63.00,77.00,49.00,58.80
94.00,29.00,33.00,50.50
74.00,24.00,32.00,43.00
81.00,50.00,21.00,44.80
89.00,32.00,28.00,47.10
39.00,67.00,100.00,75.10
99.00,79.00,70.00,80.50
98.00,88.00,66.00,80.00
36.00,100.00,91.00,76.30
59.00,57.00,40.00,49.10
41.00,53.00,75.00,60.40
31.00,71.00,84.00,65.50
71.00,47.00,78.00,69.70
97.00,47.00,51.00,64.00
25.00,74.00,73.00,58.80
32.00,40.00,48.00,41.60
48.00,87.00,84.00,73.80
71.00,41.00,62.00,60.50
64.00,81.00,91.00,80.90
70.00,87.00,53.00,64.90
29.00,41.00,78.00,55.90
69.00,40.00,44.00,50.70
41.00,54.00,41.00,43.60
57.00,84.00,21.00,44.40
23.00,46.00,81.00,56.60
48.00,49.00,53.00,50.70
34.00,39.00,66.00,51.00
63.00,100.00,24.00,50.90
93.00,71.00,36.00,60.10
82.00,48.00,22.00,45.20
94.00,65.00,79.00,80.70
75.00,73.00,49.00,61.60
56.00,95.00,62.00,66.80
38.00,20.00,56.00,43.40
59.00,20.00,96.00,69.70
43.00,23.00,56.00,45.50
46.00,26.00,38.00,38.00
45.00,78.00,58.00,58.10
50.00,32.00,72.00,57.40
59.00,76.00,22.00,43.90
95.00,63.00,75.00,78.60
35.00,46.00,78.00,58.70
92.00,31.00,94.00,80.80
35.00,84.00,98.00,76.30
83.00,57.00,83.00,77.80
88.00,57.00,95.00,85.30
91.00,30.00,70.00,68.30
68.00,86.00,33.00,54.10
58.00,91.00,39.00,55.10
65.00,77.00,83.00,76.40
78.00,80.00,54.00,66.40
52.00,84.00,43.00,53.90
41.00,87.00,31.00,45.20
85.00,36.00,47.00,56.20
90.00,72.00,58.00,70.40
33.00,41.00,42.00,39.10
38.00,46.00,95.00,68.10
51.00,50.00,52.00,51.30
92.00,21.00,27.00,45.30
48.00,61.00,86.00,69.60
83.00,69.00,99.00,88.20
68.00,45.00,64.00,61.40
49.00,41.00,33.00,39.40
100.00,23.00,86.00,77.60
87.00,43.00,38.00,53.70
38.00,32.00,57.00,46.30
90.00,95.00,69.00,80.50
38.00,78.00,32.00,43.00
45.00,70.00,88.00,71.50
52.00,93.00,55.00,61.70
73.00,93.00,97.00,89.00
65.00,83.00,58.00,65.10
50.00,84.00,52.00,57.80
37.00,73.00,89.00,70.20
70.00,96.00,78.00,79.20
25.00,23.00,70.00,47.10
43.00,56.00,27.00,37.60
59.00,71.00,90.00,76.90
52.00,74.00,22.00,41.40
96.00,20.00,67.00,66.30
29.00,99.00,36.00,46.50
96.00,43.00,99.00,86.90
20.00,100.00,90.00,71.00
94.00,60.00,56.00,68.20
34.00,77.00,64.00,57.60
38.00,45.00,95.00,67.90
85.00,85.00,33.00,59.00
33.00,59.00,38.00,40.70
27.00,67.00,73.00,58.00
22.00,31.00,77.00,51.30
89.00,97.00,93.00,92.60
85.00,98.00,25.00,57.60
72.00,42.00,60.00,60.00
78.00,85.00,76.00,78.40
83.00,40.00,79.00,72.40
40.00,59.00,95.00,71.30
78.00,59.00,90.00,80.20
46.00,50.00,75.00,61.30
29.00,72.00,94.00,70.10
56.00,67.00,51.00,55.70
27.00,92.00,64.00,58.50
90.00,97.00,73.00,82.90
47.00,58.00,40.00,45.70
24.00,30.00,21.00,23.70
54.00,66.00,39.00,48.90
49.00,22.00,78.00,58.10
70.00,50.00,39.00,50.50
42.00,36.00,27.00,33.30
54.00,100.00,60.00,66.20
26.00,66.00,36.00,39.00
32.00,40.00,59.00,47.10
40.00,71.00,32.00,42.20
97.00,38.00,73.00,73.20
52.00,93.00,56.00,62.20
20.00,96.00,69.00,59.70
24.00,70.00,97.00,69.70
30.00,38.00,89.00,61.10
85.00,50.00,87.00,79.00
65.00,89.00,82.00,78.30
41.00,32.00,85.00,61.20
58.00,40.00,67.00,58.90
29.00,78.00,61.00,54.80
38.00,21.00,66.00,48.60
22.00,53.00,57.00,45.70
41.00,44.00,27.00,34.60
70.00,68.00,46.00,57.60
24.00,29.00,72.00,49.00
32.00,91.00,51.00,53.30
37.00,76.00,91.00,71.80
76.00,92.00,30.00,56.20
71.00,25.00,36.00,44.30
49.00,79.00,77.00,69.00
37.00,87.00,39.00,48.00
100.00,98.00,83.00,91.10
78.00,66.00,25.00,49.10
78.00,65.00,88.00,80.40
92.00,60.00,83.00,81.10
51.00,41.00,33.00,40.00
92.00,49.00,41.00,57.90
94.00,41.00,50.00,61.40
79.00,33.00,91.00,75.80
26.00,66.00,96.00,69.00
50.00,98.00,61.00,65.10
62.00,65.00,90.00,76.60
80.00,78.00,26.00,52.60
28.00,99.00,64.00,60.20
50.00,30.00,35.00,38.50
87.00,20.00,66.00,63.10
62.00,62.00,77.00,69.50
56.00,72.00,38.00,50.20
56.00,50.00,79.00,66.30
43.00,95.00,58.00,60.90
58.00,74.00,48.00,56.20
87.00,97.00,81.00,86.00
76.00,49.00,93.00,79.10
83.00,27.00,93.00,76.80
58.00,98.00,84.00,79.00
82.00,65.00,52.00,63.60
59.00,82.00,53.00,60.60
20.00,79.00,67.00,55.30
84.00,80.00,74.00,78.20
36.00,45.00,30.00,34.80
41.00,96.00,91.00,77.00
23.00,70.00,28.00,34.90
57.00,68.00,69.00,65.20
92.00,21.00,88.00,75.80
74.00,40.00,40.00,50.20
92.00,82.00,87.00,87.50
45.00,56.00,32.00,40.70
69.00,22.00,37.00,43.60
40.00,89.00,92.00,75.80
59.00,39.00,46.00,48.50
76.00,71.00,29.00,51.50
88.00,46.00,94.00,82.60
